,words,true_label,predicted_lable
165666,'',.,.
165667,and,CONJ,CONJ
165668,",",.,.
165669,on,ADP,ADP
165670,more,ADJ,ADJ
165671,occasions,NOUN,NOUN
165672,than,ADP,ADP
165673,I,PRON,PRON
165674,care,VERB,VERB
165675,to,PRT,PRT
165676,count,VERB,VERB
165677,",",.,.
165678,storming,VERB,NOUN
165679,off,ADP,ADP
165680,the,DET,DET
165681,``,.,.
165682,set,NOUN,VERB
165683,'',.,.
165684,for,ADP,ADP
165685,the,DET,DET
165686,rest,NOUN,NOUN
165687,of,ADP,ADP
165688,the,DET,DET
165689,day,NOUN,NOUN
165690,.,.,.
165691,As,ADP,ADP
165692,for,ADP,ADP
165693,his,DET,DET
165694,finances,NOUN,NOUN
165695,",",.,.
165696,I,PRON,PRON
165697,was,VERB,VERB
165698,never,ADV,ADV
165699,privileged,ADJ,ADJ
165700,to,PRT,PRT
165701,know,VERB,VERB
165702,exactly,ADV,ADV
165703,how,ADV,ADV
165704,much,ADJ,ADJ
165705,money,NOUN,NOUN
165706,Letch,NOUN,NOUN
165707,had,VERB,VERB
165708,``,.,.
165709,salted,VERB,VERB
165710,away,ADV,ADV
165711,'',.,.
165712,.,.,.
165713,It,PRON,PRON
165714,was,VERB,VERB
165715,I,PRON,PRON
165716,who,PRON,PRON
165717,paid,VERB,VERB
165718,for,ADP,ADP
165719,our,DET,DET
165720,little,ADJ,ADJ
165721,home,NOUN,NOUN
165722,",",.,.
165723,the,DET,DET
165724,food,NOUN,NOUN
165725,",",.,.
165726,the,DET,DET
165727,liquor,NOUN,NOUN
165728,",",.,.
165729,the,DET,DET
165730,servants,NOUN,NOUN
165731,--,.,.
165732,even,ADV,ADV
165733,Letch's,NOUN,NOUN
165734,bills,NOUN,NOUN
165735,at,ADP,ADP
165736,his,DET,DET
165737,tailor,NOUN,NOUN
165738,and,CONJ,CONJ
165739,the,DET,DET
165740,Los,NOUN,NOUN
165741,Angeles,NOUN,NOUN
165742,Athletic,ADJ,ADJ
165743,Club,NOUN,NOUN
165744,.,.,.
165745,Never,ADV,ADV
165746,once,ADV,ADV
165747,did,VERB,VERB
165748,he,PRON,PRON
165749,buy,VERB,VERB
165750,me,PRON,PRON
165751,a,DET,DET
165752,single,ADJ,ADJ
165753,gift,NOUN,NOUN
165754,and,CONJ,CONJ
165755,for,ADP,ADP
165756,our,DET,DET
165757,third,ADJ,ADJ
165758,anniversary,NOUN,NOUN
165759,he,PRON,PRON
165760,gave,VERB,VERB
165761,me,PRON,PRON
165762,a,DET,DET
165763,dislocated,VERB,NOUN
165764,jaw,NOUN,NOUN
165765,.,.,.
165766,(,.,.
165767,But,CONJ,CONJ
165768,that,DET,DET
165769,is,VERB,VERB
165770,another,DET,DET
165771,story,NOUN,NOUN
165772,.,.,.
165773,),.,.
165774,As,ADP,ADP
165775,for,ADP,ADP
165776,his,DET,DET
165777,private,ADJ,ADJ
165778,monies,NOUN,NOUN
165779,",",.,.
165780,they,PRON,PRON
165781,were,VERB,VERB
165782,rapidly,ADV,ADV
165783,dissipated,VERB,VERB
165784,in,ADP,ADP
165785,drinking,VERB,VERB
165786,",",.,.
165787,gaming,VERB,NOUN
165788,and,CONJ,CONJ
165789,carousing,VERB,NOUN
165790,.,.,.
165791,More,ADJ,ADJ
165792,than,ADP,ADP
165793,once,ADV,ADP
165794,I,PRON,PRON
165795,was,VERB,VERB
165796,confronted,VERB,VERB
165797,by,ADP,ADP
165798,professional,ADJ,ADJ
165799,gamblers,NOUN,NOUN
165800,",",.,.
165801,``,.,.
165802,bookies,NOUN,NOUN
165803,'',.,.
165804,",",.,.
165805,loan,NOUN,NOUN
165806,``,.,.
165807,sharks,NOUN,NOUN
165808,'',.,.
165809,",",.,.
165810,gangsters,NOUN,NOUN
165811,",",.,.
165812,``,.,.
165813,thugs,NOUN,NOUN
165814,'',.,.
165815,and,CONJ,CONJ
165816,``,.,.
165817,finger,NOUN,NOUN
165818,men,NOUN,NOUN
165819,'',.,.
165820,--,.,.
165821,people,NOUN,NOUN
165822,of,ADP,ADP
165823,a,DET,DET
165824,class,NOUN,NOUN
165825,I,PRON,PRON
165826,did,VERB,VERB
165827,not,ADV,ADV
165828,even,VERB,ADV
165829,know,VERB,VERB
165830,existed,VERB,VERB
165831,--,.,.
165832,to,PRT,PRT
165833,repay,VERB,VERB
165834,my,DET,DET
165835,husband's,NOUN,NOUN
165836,staggering,ADJ,ADJ
165837,losses,NOUN,NOUN
165838,",",.,.
165839,``,.,.
165840,or,CONJ,CONJ
165841,else,ADV,ADV
165842,'',.,.
165843,I,PRON,PRON
165844,shuddered,VERB,VERB
165845,to,PRT,PRT
165846,think,VERB,VERB
165847,that,ADP,ADP
165848,someone,NOUN,NOUN
165849,so,ADV,ADV
165850,dear,ADJ,ADJ
165851,to,ADP,ADP
165852,me,PRON,PRON
165853,could,VERB,VERB
165854,even,ADV,ADV
165855,associate,VERB,VERB
165856,with,ADP,ADP
165857,such,PRT,PRT
165858,a,DET,DET
165859,sinister,ADJ,ADJ
165860,milieu,NOUN,NOUN
165861,.,.,.
165862,And,CONJ,CONJ
165863,at,ADP,ADP
165864,three,NUM,NUM
165865,different,ADJ,ADJ
165866,times,NOUN,NOUN
165867,during,ADP,ADP
165868,our,DET,DET
165869,turbulent,ADJ,ADJ
165870,marriage,NOUN,NOUN
165871,strange,ADJ,ADJ
165872,girls,NOUN,NOUN
165873,",",.,.
165874,with,ADP,ADP
165875,the,DET,DET
165876,commonest,ADJ,NOUN
165877,of,ADP,ADP
165878,accents,NOUN,NOUN
165879,",",.,.
165880,telephoned,VERB,VERB
165881,to,PRT,PRT
165882,announce,VERB,VERB
165883,to,ADP,ADP
165884,me,PRON,PRON
165885,that,ADP,ADP
165886,Letch,NOUN,NOUN
165887,had,VERB,VERB
165888,sired,VERB,ADP
165889,their,DET,DET
165890,unborn,ADJ,ADJ
165891,children,NOUN,NOUN
165892,!,.,.
165893,!,.,.
165894,Having,VERB,VERB
165895,the,DET,DET
165896,deepest,ADJ,ADJ
165897,of,ADP,ADP
165898,maternal,ADJ,ADJ
165899,instincts,NOUN,NOUN
165900,",",.,.
165901,my,DET,DET
165902,heart,NOUN,NOUN
165903,fairly,ADV,ADV
165904,bled,VERB,NOUN
165905,when,ADV,ADV
165906,I,PRON,PRON
165907,thought,VERB,VERB
165908,of,ADP,ADP
165909,the,DET,DET
165910,darling,ADJ,NOUN
165911,pink,ADJ,ADJ
165912,and,CONJ,CONJ
165913,white,ADJ,ADJ
165914,``,.,.
165915,bundles,NOUN,NOUN
165916,from,ADP,ADP
165917,heaven,NOUN,NOUN
165918,'',.,.
165919,I,PRON,PRON
165920,would,VERB,VERB
165921,have,VERB,VERB
165922,proudly,ADV,ADV
165923,given,VERB,VERB
165924,my,DET,DET
165925,husband,NOUN,NOUN
165926,.,.,.
165927,``,.,.
165928,Ah,PRT,PRT
165929,",",.,.
165930,you're,PRT,PRT
165931,too,ADV,ADV
165932,old,ADJ,ADJ
165933,'',.,.
165934,",",.,.
165935,was,VERB,VERB
165936,invariably,ADV,ADV
165937,his,DET,DET
165938,ungallant,ADJ,NOUN
165939,and,CONJ,CONJ
165940,untrue,ADJ,ADJ
165941,retort,NOUN,NOUN
165942,whenever,ADV,ADV
165943,I,PRON,PRON
165944,suggested,VERB,VERB
165945,``,.,.
165946,starting,VERB,VERB
165947,a,DET,DET
165948,family,NOUN,NOUN
165949,'',.,.
165950,.,.,.
165951,Letch,NOUN,NOUN
165952,had,VERB,VERB
165953,made,VERB,VERB
165954,it,PRON,PRON
165955,abundantly,ADV,ADV
165956,clear,ADJ,ADJ
165957,that,ADP,ADP
165958,he,PRON,PRON
165959,did,VERB,VERB
165960,not,ADV,ADV
165961,care,VERB,VERB
165962,for,ADP,ADP
165963,the,DET,DET
165964,company,NOUN,NOUN
165965,of,ADP,ADP
165966,my,DET,DET
165967,own,ADJ,ADJ
165968,precious,ADJ,ADJ
165969,daughter,NOUN,NOUN
165970,.,.,.
165971,I,PRON,PRON
165972,now,ADV,ADV
165973,felt,VERB,VERB
165974,it,PRON,PRON
165975,wiser,ADJ,ADJ
165976,to,PRT,PRT
165977,keep,VERB,VERB
165978,Baby-dear,NOUN,NOUN
165979,in,ADP,ADP
165980,school,NOUN,NOUN
165981,and,CONJ,CONJ
165982,--,.,.
165983,during,ADP,ADP
165984,the,DET,DET
165985,summers,NOUN,NOUN
165986,--,.,.
165987,at,ADP,ADP
165988,a,DET,DET
165989,camp,NOUN,NOUN
165990,run,VERB,VERB
165991,by,ADP,ADP
165992,the,DET,DET
165993,Society,NOUN,NOUN
165994,of,ADP,ADP
165995,Friends,NOUN,NOUN
165996,all,PRT,PRT
165997,year,NOUN,NOUN
165998,around,ADV,ADV
165999,.,.,.
166000,Her,DET,DET
166001,presence,NOUN,NOUN
166002,only,ADV,ADJ
166003,made,VERB,VERB
166004,Letch,NOUN,NOUN
166005,more,ADV,ADV
166006,distant,ADJ,ADJ
166007,and,CONJ,CONJ
166008,irritable,ADJ,ADJ
166009,and,CONJ,CONJ
166010,",",.,.
166011,in,ADP,ADP
166012,the,DET,DET
166013,hurry,NOUN,NOUN
166014,of,ADP,ADP
166015,buying,VERB,VERB
166016,Chateau,NOUN,X
166017,Belletch,NOUN,NOUN
166018,",",.,.
166019,I,PRON,PRON
166020,had,VERB,VERB
166021,neglected,VERB,VERB
166022,to,PRT,PRT
166023,consider,VERB,VERB
166024,a,DET,DET
166025,room,NOUN,NOUN
166026,for,ADP,ADP
166027,Baby-dear,NOUN,NOUN
166028,",",.,.
166029,so,ADP,ADV
166030,there,PRT,PRT
166031,was,VERB,VERB
166032,no,DET,DET
166033,place,NOUN,NOUN
166034,to,PRT,PRT
166035,put,VERB,VERB
166036,her,PRON,PRON
166037,",",.,.
166038,anyhow,ADV,ADV
166039,.,.,.
166040,(,.,.
166041,I,PRON,PRON
166042,sometimes,ADV,ADV
166043,feel,VERB,VERB
166044,that,ADP,ADP
166045,God,NOUN,NOUN
166046,",",.,.
166047,in,ADP,ADP
166048,His,DET,DET
166049,infinite,ADJ,ADJ
166050,wisdom,NOUN,NOUN
166051,",",.,.
166052,wants,VERB,VERB
166053,us,PRON,PRON
166054,to,PRT,PRT
166055,have,VERB,VERB
166056,these,DET,DET
166057,inexplicable,ADJ,ADJ
166058,little,ADJ,ADJ
166059,lapses,NOUN,NOUN
166060,of,ADP,ADP
166061,memory,NOUN,NOUN
166062,.,.,.
166063,It,PRON,PRON
166064,almost,ADV,ADV
166065,always,ADV,ADV
166066,works,VERB,VERB
166067,out,PRT,PRT
166068,for,ADP,ADP
166069,the,DET,DET
166070,best,ADJ,ADJ
166071,.,.,.
166072,),.,.
166073,Yet,ADV,CONJ
166074,I,PRON,PRON
166075,adored,VERB,VERB
166076,this,DET,DET
166077,man,NOUN,NOUN
166078,",",.,.
166079,Letch,NOUN,ADJ
166080,Feeley,NOUN,NOUN
166081,",",.,.
166082,why,ADV,ADV
166083,",",.,.
166084,I,PRON,PRON
166085,cannot,VERB,VERB
166086,say,VERB,VERB
166087,.,.,.
166088,With,ADP,ADP
166089,faint,ADJ,ADJ
166090,heart,NOUN,NOUN
166091,and,CONJ,CONJ
166092,a,DET,DET
166093,brave,ADJ,ADJ
166094,smile,NOUN,NOUN
166095,",",.,.
166096,I,PRON,PRON
166097,endured,VERB,VERB
166098,his,DET,DET
166099,long,ADJ,ADJ
166100,absences,NOUN,NOUN
166101,from,ADP,ADP
166102,Chateau,NOUN,X
166103,Belletch,NOUN,NOUN
166104,",",.,.
166105,his,DET,DET
166106,coldness,NOUN,NOUN
166107,",",.,.
166108,his,DET,DET
166109,indifference,NOUN,NOUN
166110,",",.,.
166111,his,DET,DET
166112,slights,NOUN,NOUN
166113,and,CONJ,CONJ
166114,his,DET,DET
166115,abuse,NOUN,NOUN
166116,.,.,.
166117,The,DET,DET
166118,times,NOUN,NOUN
166119,I,PRON,PRON
166120,can,VERB,VERB
166121,recall,VERB,VERB
166122,when,ADV,ADV
166123,I,PRON,PRON
166124,was,VERB,VERB
166125,publicly,ADV,ADV
166126,humiliated,VERB,ADV
166127,by,ADP,ADP
166128,him,PRON,PRON
166129,--,.,.
166130,lovely,ADJ,ADJ
166131,dinner,NOUN,NOUN
166132,parties,NOUN,NOUN
166133,in,ADP,ADP
166134,our,DET,DET
166135,Trianon,NOUN,ADJ
166136,Suite,NOUN,NOUN
166137,where,ADV,ADV
166138,the,DET,DET
166139,collation,NOUN,NOUN
166140,was,VERB,VERB
166141,postponed,VERB,VERB
166142,and,CONJ,CONJ
166143,postponed,VERB,VERB
166144,and,CONJ,CONJ
166145,postponed,VERB,VERB
166146,",",.,.
166147,only,ADV,ADV
166148,to,PRT,PRT
166149,be,VERB,VERB
166150,served,VERB,VERB
166151,dry,ADJ,ADJ
166152,and,CONJ,CONJ
166153,overcooked,VERB,NOUN
166154,at,ADP,ADP
166155,a,DET,DET
166156,table,NOUN,NOUN
166157,where,ADV,ADV
166158,the,DET,DET
166159,host's,NOUN,ADJ
166160,chair,NOUN,NOUN
166161,was,VERB,VERB
166162,vacant,ADJ,ADJ
166163,;,.,.
166164,;,.,.
166165,a,DET,DET
166166,``,.,.
166167,splash,NOUN,NOUN
166168,party,NOUN,NOUN
166169,'',.,.
166170,at,ADP,ADP
166171,the,DET,DET
166172,new,ADJ,ADJ
166173,pool,NOUN,NOUN
166174,",",.,.
166175,which,DET,DET
166176,I,PRON,PRON
166177,had,VERB,VERB
166178,built,VERB,VERB
166179,in,ADP,ADP
166180,the,DET,DET
166181,hope,NOUN,NOUN
166182,of,ADP,ADP
166183,keeping,VERB,VERB
166184,Letch,NOUN,NOUN
166185,away,ADV,ADV
166186,from,ADP,ADP
166187,public,ADJ,ADJ
166188,beaches,NOUN,NOUN
166189,",",.,.
166190,when,ADV,ADV
166191,Letch,NOUN,NOUN
166192,and,CONJ,CONJ
166193,a,DET,DET
166194,certain,ADJ,ADJ
166195,Aquacutie,NOUN,NOUN
166196,stayed,VERB,VERB
166197,underwater,ADV,ADV
166198,together,ADV,ADV
166199,for,ADP,ADP
166200,the,DET,DET
166201,better,ADJ,ADJ
166202,part,NOUN,NOUN
166203,of,ADP,ADP
166204,an,DET,DET
166205,hour,NOUN,NOUN
166206,;,.,.
166207,;,.,.
166208,a,DET,DET
166209,lovely,ADJ,ADJ
166210,Epiphany,NOUN,NOUN
166211,party,NOUN,NOUN
166212,at,ADP,ADP
166213,Errol,NOUN,NOUN
166214,Flynn's,NOUN,NOUN
166215,",",.,.
166216,on,ADP,ADP
166217,which,DET,DET
166218,sacred,ADJ,ADJ
166219,occasion,NOUN,NOUN
166220,Letch,NOUN,NOUN
166221,stole,VERB,VERB
166222,away,ADV,ADV
166223,with,ADP,ADP
166224,an,DET,DET
166225,unknown,ADJ,ADJ
166226,``,.,.
166227,starlet,NOUN,NOUN
166228,'',.,.
166229,",",.,.
166230,leaving,VERB,VERB
166231,me,PRON,PRON
166232,``,.,.
166233,high,ADJ,ADJ
166234,and,CONJ,CONJ
166235,dry,VERB,ADJ
166236,'',.,.
166237,to,PRT,PRT
166238,get,VERB,VERB
166239,home,NOUN,NOUN
166240,as,ADP,ADP
166241,best,ADV,ADJ
166242,I,PRON,PRON
166243,could,VERB,VERB
166244,.,.,.
166245,These,DET,DET
166246,are,VERB,VERB
166247,but,ADP,CONJ
166248,a,DET,DET
166249,sampling,NOUN,NOUN
166250,of,ADP,ADP
166251,the,DET,DET
166252,insults,NOUN,NOUN
166253,I,PRON,PRON
166254,endured,VERB,VERB
166255,.,.,.
166256,As,ADP,ADP
166257,Mrs.,NOUN,NOUN
166258,Letch,NOUN,NOUN
166259,Feeley,NOUN,NOUN
166260,",",.,.
166261,was,VERB,VERB
166262,it,PRON,PRON
166263,any,DET,DET
166264,wonder,NOUN,NOUN
166265,that,ADP,ADP
166266,I,PRON,PRON
166267,",",.,.
166268,once,ADP,ADP
166269,the,DET,DET
166270,social,ADJ,ADJ
166271,arbiter,NOUN,NOUN
166272,of,ADP,ADP
166273,Filmdom,NOUN,NOUN
166274,",",.,.
166275,was,VERB,VERB
166276,excluded,VERB,VERB
166277,from,ADP,ADP
166278,the,DET,DET
166279,smart,ADJ,ADJ
166280,entertainments,NOUN,NOUN
166281,given,VERB,VERB
166282,by,ADP,ADP
166283,the,DET,DET
166284,Astaires,NOUN,NOUN
166285,",",.,.
166286,the,DET,DET
166287,Coopers,NOUN,NOUN
166288,",",.,.
166289,the,DET,DET
166290,Gables,NOUN,NOUN
166291,",",.,.
166292,the,DET,DET
166293,Colmans,NOUN,NOUN
166294,",",.,.
166295,the,DET,DET
166296,Rathbones,NOUN,NOUN
166297,",",.,.
166298,the,DET,DET
166299,Taylors,NOUN,NOUN
166300,",",.,.
166301,the,DET,DET
166302,Thalbergs,NOUN,NOUN
166303,and,CONJ,CONJ
166304,such,ADJ,ADJ
166305,devout,ADJ,ADJ
166306,",",.,.
166307,closely,ADV,ADV
166308,knit,VERB,VERB
166309,families,NOUN,NOUN
166310,as,ADP,ADP
166311,the,DET,DET
166312,Barrymores,NOUN,NOUN
166313,and,CONJ,CONJ
166314,the,DET,DET
166315,Crosbys,NOUN,NOUN
166316,?,.,.
166317,?,.,.
166318,As,ADP,ADP
166319,Letch's,NOUN,NOUN
166320,antisocial,ADJ,NOUN
166321,conduct,NOUN,NOUN
166322,increased,VERB,VERB
166323,",",.,.
166324,our,DET,DET
166325,invitations,NOUN,NOUN
166326,decreased,VERB,VERB
166327,and,CONJ,CONJ
166328,my,DET,DET
166329,heart,NOUN,NOUN
166330,was,VERB,VERB
166331,in,ADP,ADP
166332,my,DET,DET
166333,mouth,NOUN,NOUN
166334,whenever,ADV,ADV
166335,I,PRON,PRON
166336,played,VERB,VERB
166337,hostess,NOUN,NOUN
166338,at,ADP,ADP
166339,a,DET,DET
166340,fashionable,ADJ,ADJ
166341,``,.,.
166342,screenland,NOUN,NOUN
166343,'',.,.
166344,gathering,NOUN,NOUN
166345,.,.,.
166346,Between,ADP,ADP
166347,1935,NUM,NUM
166348,and,CONJ,CONJ
166349,1939,NUM,NUM
166350,Letch,NOUN,NOUN
166351,and,CONJ,CONJ
166352,I,PRON,PRON
166353,made,VERB,VERB
166354,ten,NUM,NUM
166355,films,NOUN,NOUN
166356,together,ADV,ADV
166357,",",.,.
166358,each,DET,DET
166359,less,ADV,ADV
166360,successful,ADJ,ADJ
166361,",",.,.
166362,both,DET,DET
166363,artistically,ADV,ADV
166364,and,CONJ,CONJ
166365,commercially,ADV,ADV
166366,",",.,.
166367,than,ADP,ADP
166368,the,DET,DET
166369,one,NOUN,NUM
166370,before,ADP,ADP
166371,it,PRON,PRON
166372,.,.,.
166373,Our,DET,DET
166374,last,ADJ,ADJ
166375,joint,ADJ,ADJ
166376,venture,NOUN,NOUN
166377,",",.,.
166378,Sainted,ADJ,ADJ
166379,Lady,NOUN,NOUN
166380,",",.,.
166381,a,DET,DET
166382,deeply,ADV,ADV
166383,religious,ADJ,ADJ
166384,film,NOUN,NOUN
166385,based,VERB,VERB
166386,on,ADP,ADP
166387,the,DET,DET
166388,life,NOUN,NOUN
166389,of,ADP,ADP
166390,Mother,NOUN,NOUN
166391,Cabrini,NOUN,NOUN
166392,",",.,.
166393,and,CONJ,CONJ
166394,timed,VERB,VERB
166395,so,ADP,ADP
166396,that,ADP,ADP
166397,its,DET,DET
166398,release,NOUN,NOUN
166399,date,NOUN,NOUN
166400,would,VERB,VERB
166401,coincide,VERB,VERB
166402,with,ADP,ADP
166403,the,DET,DET
166404,beatification,NOUN,NOUN
166405,of,ADP,ADP
166406,America's,NOUN,NOUN
166407,first,ADJ,ADJ
166408,saint,NOUN,NOUN
166409,in,ADP,ADP
166410,November,NOUN,NOUN
166411,",",.,.
166412,1938,NUM,NUM
166413,",",.,.
166414,was,VERB,VERB
166415,a,DET,DET
166416,fiasco,NOUN,NOUN
166417,from,ADP,ADP
166418,start,NOUN,NOUN
166419,to,ADP,ADP
166420,finish,NOUN,VERB
166421,.,.,.
166422,As,ADP,ADP
166423,I,PRON,PRON
166424,was,VERB,VERB
166425,playing,VERB,VERB
166426,Mother,NOUN,NOUN
166427,Cabrini,NOUN,NOUN
166428,",",.,.
166429,the,DET,DET
166430,picture,NOUN,NOUN
166431,was,VERB,VERB
166432,actually,ADV,ADV
166433,``,.,.
166434,all,PRT,PRT
166435,mine,PRON,PRON
166436,'',.,.
166437,",",.,.
166438,with,ADP,ADP
166439,nearly,ADV,ADV
166440,every,DET,DET
166441,scene,NOUN,NOUN
166442,built,VERB,VERB
166443,around,ADP,ADP
166444,me,PRON,PRON
166445,.,.,.
166446,But,CONJ,CONJ
166447,in,ADP,ADP
166448,order,NOUN,NOUN
166449,to,PRT,PRT
166450,keep,VERB,VERB
166451,Letch,NOUN,NOUN
166452,in,ADP,ADP
166453,the,DET,DET
166454,public,ADJ,ADJ
166455,eye,NOUN,NOUN
166456,and,CONJ,CONJ
166457,out,ADP,ADP
166458,of,ADP,ADP
166459,trouble,NOUN,NOUN
166460,",",.,.
166461,I,PRON,PRON
166462,wrote,VERB,VERB
166463,in,PRT,ADP
166464,a,DET,DET
166465,part,NOUN,NOUN
166466,especially,ADV,ADV
166467,for,ADP,ADP
166468,him,PRON,PRON
166469,--,.,.
166470,that,DET,DET
166471,of,ADP,ADP
166472,a,DET,DET
166473,dashing,VERB,NOUN
166474,ruffian,NOUN,NOUN
166475,who,PRON,PRON
166476,``,.,.
166477,sees,VERB,VERB
166478,the,DET,DET
166479,light,NOUN,NOUN
166480,'',.,.
166481,and,CONJ,CONJ
166482,is,VERB,VERB
166483,saved,VERB,VERB
166484,by,ADP,ADP
166485,the,DET,DET
166486,inspiring,ADJ,ADJ
166487,example,NOUN,NOUN
166488,of,ADP,ADP
166489,Mother,NOUN,NOUN
166490,Cabrini,NOUN,NOUN
166491,.,.,.
166492,And,CONJ,CONJ
166493,did,VERB,VERB
166494,he,PRON,PRON
166495,appreciate,VERB,VERB
166496,my,DET,DET
166497,efforts,NOUN,NOUN
166498,on,ADP,ADP
166499,his,DET,DET
166500,behalf,NOUN,NOUN
166501,?,.,.
166502,?,.,.
166503,Did,VERB,VERB
166504,he,PRON,PRON
166505,trouble,VERB,VERB
166506,to,PRT,PRT
166507,memorize,VERB,VERB
166508,the,DET,DET
166509,very,ADV,ADV
166510,small,ADJ,ADJ
166511,part,VERB,NOUN
166512,which,DET,DET
166513,I,PRON,PRON
166514,had,VERB,VERB
166515,``,.,.
166516,tailor-made,VERB,VERB
166517,'',.,.
166518,to,ADP,ADP
166519,his,DET,DET
166520,specifications,NOUN,NOUN
166521,",",.,.
166522,a,DET,DET
166523,role,NOUN,NOUN
166524,eventually,ADV,ADV
166525,cut,VERB,VERB
166526,down,PRT,PRT
166527,to,ADP,ADP
166528,three,NUM,NUM
166529,short,ADJ,ADJ
166530,speeches,NOUN,NOUN
166531,?,.,.
166532,?,.,.
166533,Did,VERB,VERB
166534,he,PRON,PRON
166535,show,VERB,VERB
166536,the,DET,DET
166537,rest,NOUN,NOUN
166538,of,ADP,ADP
166539,the,DET,DET
166540,cast,NOUN,NOUN
166541,--,.,.
166542,numbering,VERB,VERB
166543,four,NUM,NUM
166544,thousand,NUM,NUM
166545,--,.,.
166546,the,DET,DET
166547,consideration,NOUN,NOUN
166548,of,ADP,ADP
166549,arriving,VERB,VERB
166550,at,ADP,ADP
166551,the,DET,DET
166552,studio,NOUN,NOUN
166553,punctually,ADV,ADV
166554,--,.,.
166555,or,CONJ,CONJ
166556,even,ADV,ADV
166557,at,ADP,ADP
166558,all,PRT,PRT
166559,?,.,.
166560,?,.,.
166561,He,PRON,PRON
166562,did,VERB,VERB
166563,not,ADV,ADV
166564,!,.,.
166565,!,.,.
166566,The,DET,DET
166567,``,.,.
166568,shooting,NOUN,VERB
166569,'',.,.
166570,went,VERB,VERB
166571,on,PRT,ADP
166572,for,ADP,ADP
166573,eight,NUM,NUM
166574,months,NOUN,NOUN
166575,!,.,.
166576,!,.,.
166577,Most,ADJ,ADJ
166578,of,ADP,ADP
166579,our,DET,DET
166580,working,VERB,VERB
166581,days,NOUN,NOUN
166582,were,VERB,VERB
166583,spent,VERB,VERB
166584,on,ADP,ADP
166585,the,DET,DET
166586,telephone,NOUN,NOUN
166587,calling,VERB,NOUN
166588,``,.,.
166589,bookies,NOUN,NOUN
166590,'',.,.
166591,",",.,.
166592,illegal,ADJ,ADJ
166593,gambling,VERB,VERB
166594,dens,NOUN,NOUN
166595,",",.,.
166596,a,DET,DET
166597,certain,ADJ,ADJ
166598,``,.,.
166599,residential,ADJ,ADJ
166600,club,NOUN,NOUN
166601,for,ADP,ADP
166602,young,ADJ,ADJ
166603,actresses,NOUN,NOUN
166604,'',.,.
166605,",",.,.
166606,more,ADJ,ADJ
166607,than,ADP,ADP
166608,a,DET,DET
166609,hundred,NUM,NUM
166610,different,ADJ,ADJ
166611,bars,NOUN,NOUN
166612,or,CONJ,CONJ
166613,the,DET,DET
166614,steam,NOUN,NOUN
166615,room,NOUN,NOUN
166616,of,ADP,ADP
166617,the,DET,DET
166618,athletic,ADJ,ADJ
166619,club,NOUN,NOUN
166620,.,.,.
166621,Whenever,ADV,ADV
166622,he,PRON,PRON
166623,deigned,VERB,VERB
166624,to,PRT,PRT
166625,appear,VERB,VERB
166626,at,ADP,ADP
166627,the,DET,DET
166628,studio,NOUN,NOUN
166629,he,PRON,PRON
166630,was,VERB,VERB
166631,``,.,.
166632,hung,VERB,VERB
166633,over,PRT,PRT
166634,'',.,.
166635,",",.,.
166636,uncooperative,ADJ,ADJ
166637,",",.,.
166638,rude,ADJ,ADJ
166639,and,CONJ,CONJ
166640,insulting,VERB,ADJ
166641,.,.,.
166642,He,PRON,PRON
166643,made,VERB,VERB
166644,many,ADJ,ADJ
166645,tasteless,ADJ,NOUN
166646,",",.,.
166647,irreverent,ADJ,ADJ
166648,and,CONJ,CONJ
166649,unfunny,ADJ,ADJ
166650,remarks,NOUN,NOUN
166651,",",.,.
166652,not,ADV,ADV
166653,only,ADV,ADV
166654,about,ADP,ADP
166655,me,PRON,PRON
166656,in,ADP,ADP
166657,the,DET,DET
166658,title,NOUN,NOUN
166659,role,NOUN,NOUN
166660,",",.,.
166661,but,CONJ,CONJ
166662,about,ADP,ADP
166663,religion,NOUN,NOUN
166664,in,ADP,ADP
166665,general,ADJ,ADJ
166666,.,.,.
166667,By,ADP,ADP
166668,the,DET,DET
166669,time,NOUN,NOUN
166670,the,DET,DET
166671,film,NOUN,NOUN
166672,was,VERB,VERB
166673,released,VERB,VERB
166674,we,PRON,PRON
166675,were,VERB,VERB
166676,three,NUM,NUM
166677,million,NUM,NUM
166678,dollars,NOUN,NOUN
166679,over-spent,VERB,NOUN
166680,",",.,.
166681,war,NOUN,NOUN
166682,was,VERB,VERB
166683,imminent,ADJ,ADJ
166684,and,CONJ,CONJ
166685,the,DET,DET
166686,public,NOUN,NOUN
166687,apparently,ADV,ADV
166688,had,VERB,VERB
166689,forgotten,VERB,VERB
166690,all,PRT,PRT
166691,about,ADP,ADP
166692,Mother,NOUN,NOUN
166693,Cabrini,NOUN,NOUN
166694,.,.,.
166695,Thanks,NOUN,NOUN
166696,to,ADP,ADP
166697,Letch,NOUN,NOUN
166698,Feeley,NOUN,NOUN
166699,and,CONJ,CONJ
166700,the,DET,DET
166701,terrible,ADJ,ADJ
166702,strain,NOUN,NOUN
166703,he,PRON,PRON
166704,imposed,VERB,VERB
166705,on,ADP,ADP
166706,me,PRON,PRON
166707,",",.,.
166708,the,DET,DET
166709,notices,NOUN,NOUN
166710,were,VERB,VERB
166711,few,ADJ,ADJ
166712,and,CONJ,CONJ
166713,unfavorable,ADJ,ADJ
166714,.,.,.
